"Heart Rate","RR","P Wave Duration","PR Segment","PR Interval","QRS Interval","T Wave Duration","ST Segment","QT Interval","QT Corrected (Bazett)",
92.0245,652,72,44,116,72,176,68,316,391.348,
92.0245,652,72,44,116,72,172,72,316,391.348,
91.4634,656,64,44,108,72,172,72,316,390.153,
90.9091,660,72,44,116,72,180,68,320,393.893,
90.9091,660,68,48,116,68,176,72,316,388.969,
92.5926,648,68,48,116,68,172,76,316,392.554,
93.1677,644,68,44,112,72,176,72,320,398.756,
92.5926,648,72,44,116,72,176,68,316,392.554,
93.1677,644,72,48,120,72,176,68,316,393.771,
94.9367,632,72,44,116,72,176,72,320,402.524,
93.1677,644,76,44,120,72,172,72,316,393.771,
93.1677,644,76,44,120,72,172,72,316,393.771,
94.9367,632,72,44,116,72,172,72,316,397.492,
96.1538,624,68,44,112,72,168,72,312,394.968,
97.4026,616,68,44,112,72,168,72,312,397.525,
98.6842,608,72,44,116,72,168,72,312,400.132,
97.4026,616,72,48,120,72,168,72,312,397.525,
98.0392,612,72,44,116,72,164,76,312,398.822,
98.6842,608,64,48,112,72,168,72,312,400.132,
100.671,596,68,48,116,68,168,76,312,404.14,
101.351,592,68,48,116,72,164,76,312,405.503,
101.351,592,68,44,112,72,164,76,312,405.503,
100.671,596,68,48,116,72,164,72,308,398.958,
100.671,596,68,44,112,72,160,76,308,398.958,
100,600,64,48,112,72,160,76,308,397.626,
100,600,68,48,116,72,164,72,308,397.626,
98.0392,612,68,44,112,72,164,76,312,398.822,
100.671,596,64,48,112,72,168,72,312,404.14,
100.671,596,64,44,108,72,168,72,312,404.14,
102.041,588,64,44,108,72,164,72,308,401.663,
102.041,588,72,44,116,72,168,72,312,406.88,
101.351,592,64,48,112,72,164,76,312,405.503,
100.671,596,68,48,116,72,160,80,312,404.14,
98.6842,608,64,48,112,72,168,72,312,400.132,
98.0392,612,72,48,120,72,164,76,312,398.822,
96.7742,620,64,48,112,72,164,80,316,401.32,
94.9367,632,68,48,116,72,168,76,316,397.492,
95.5414,628,72,48,120,72,168,72,312,393.708,
97.4026,616,68,48,116,68,168,80,316,402.621,
97.4026,616,68,48,116,72,172,72,316,402.621,
98.0392,612,64,48,112,72,168,72,312,398.822,
101.351,592,68,48,116,72,168,72,312,405.503,
102.041,588,64,48,112,68,160,84,312,406.88,
104.895,572,68,48,116,72,164,76,312,412.531,
106.383,564,68,48,116,68,168,76,312,415.446,
107.143,560,56,48,104,72,160,76,308,411.582,
107.143,560,68,52,120,68,160,76,304,406.237,
108.696,552,68,52,120,68,168,72,308,414.554,
108.696,552,64,56,120,68,164,72,304,409.17,
109.489,548,60,56,116,64,160,80,304,410.661,
108.696,552,68,52,120,68,164,76,308,414.554,
105.634,568,64,56,120,68,164,76,308,408.674,
102.74,584,64,48,112,72,164,76,312,408.271,
101.351,592,64,48,112,68,160,88,316,410.701,
100,600,60,48,108,72,156,84,312,402.79,
101.351,592,60,48,108,72,164,76,312,405.503,
97.4026,616,60,52,112,72,160,76,308,392.428,
101.351,592,64,52,116,76,152,92,320,415.9,
97.4026,616,68,52,120,68,168,76,312,397.525,
98.6842,608,68,48,116,72,168,76,316,405.261,
100,600,64,48,112,68,172,76,316,407.954,
101.351,592,64,44,108,68,164,72,304,395.105,
101.351,592,64,44,108,68,164,80,312,405.503,
102.041,588,68,40,108,68,168,80,316,412.096,
102.74,584,68,48,116,68,168,76,312,408.271,
104.167,576,68,44,112,72,168,76,316,416.367,
104.167,576,68,56,124,72,168,72,312,411.096,
104.895,572,64,48,112,68,172,72,312,412.531,
105.634,568,64,48,112,64,160,80,304,403.366,
107.143,560,56,52,108,68,172,72,312,416.928,
106.383,564,68,44,112,68,176,72,316,420.773,
106.383,564,64,48,112,68,172,72,312,415.446,
107.914,556,64,44,108,68,172,76,316,423.789,
107.914,556,64,52,116,68,164,72,304,407.696,
108.696,552,64,48,112,68,160,76,304,409.17,
110.294,544,64,52,116,68,168,72,308,417.591,
111.111,540,56,52,108,68,164,72,304,413.692,
111.111,540,64,52,116,64,160,80,304,413.692,
111.111,540,60,48,108,64,160,80,304,413.692,
111.111,540,60,44,104,72,164,76,312,424.578,
107.914,556,"","","",68,164,80,312,418.425,
102.74,584,68,48,116,72,168,76,316,413.505,
98.6842,608,68,44,112,72,164,76,312,400.132,
96.7742,620,72,44,116,72,164,80,316,401.32,
99.3377,604,64,40,104,72,160,88,320,411.748,
98.6842,608,64,44,108,72,164,80,316,405.261,
98.6842,608,64,44,108,72,168,76,316,405.261,
99.3377,604,72,44,116,72,164,80,316,406.601,
100,600,64,44,108,72,168,76,316,407.954,
98.6842,608,64,48,112,68,172,80,320,410.391,
99.3377,604,68,44,112,72,168,76,316,406.601,
100.671,596,64,44,108,72,168,76,316,409.321,
101.351,592,64,44,108,72,168,76,316,410.701,
101.351,592,64,44,108,72,172,72,316,410.701,
102.041,588,68,44,112,72,172,68,312,406.88,
104.167,576,64,44,108,72,172,72,316,416.367,
104.167,576,60,44,104,68,164,76,308,405.826,
105.634,568,60,44,104,72,172,68,312,413.981,
105.634,568,60,48,108,68,168,72,308,408.674,
107.914,556,56,48,104,68,160,76,304,407.696,
109.489,548,56,44,100,68,160,76,304,410.661,
109.489,548,60,44,104,68,164,76,308,416.064,
109.489,548,60,48,108,64,164,72,300,405.257,
111.94,536,64,44,108,68,164,72,304,415.232,
111.94,536,60,44,104,64,164,72,300,409.769,
113.636,528,60,44,104,68,160,72,300,412.861,
113.636,528,56,40,96,68,164,72,304,418.366,
114.504,524,56,44,100,72,160,72,304,419.96,
114.504,524,60,40,100,68,164,72,304,419.96,
115.385,520,64,40,104,68,160,72,300,416.025,
116.279,516,60,44,104,68,164,68,300,417.635,
117.188,512,64,44,108,68,164,68,300,419.263,
118.11,508,60,44,104,68,160,72,300,420.91,
119.048,504,48,44,92,68,168,68,304,428.211,
119.048,504,60,44,104,68,160,72,300,422.577,
120,500,56,40,96,68,164,68,300,424.264,
120,500,60,44,104,68,160,72,300,424.264,
120,500,56,40,96,68,164,68,300,424.264,
120,500,64,44,108,64,160,76,300,424.264,
120,500,56,40,96,68,160,72,300,424.264,
120,500,60,44,104,68,160,72,300,424.264,
120.968,496,56,40,96,68,160,72,300,425.971,
120,500,68,40,108,64,160,76,300,424.264,
121.951,492,56,40,96,68,160,72,300,427.699,
120.968,496,60,36,96,68,160,72,300,425.971,
120.968,496,60,44,104,64,160,76,300,425.971,
121.951,492,60,40,100,68,160,72,300,427.699,
121.951,492,60,44,104,68,164,68,300,427.699,
122.951,488,64,40,104,64,160,72,296,423.723,
122.951,488,60,44,104,68,160,72,300,429.449,
122.951,488,64,44,108,64,156,76,296,423.723,
123.967,484,64,40,104,64,160,72,296,425.47,
123.967,484,64,40,104,68,160,68,296,425.47,
125,480,68,40,108,68,160,72,300,433.013,
126.05,476,68,36,104,68,164,72,304,440.626,
125,480,60,40,100,68,156,72,296,427.239,
126.05,476,60,40,100,68,156,72,296,429.031,
126.05,476,60,44,104,64,152,76,292,423.233,
127.119,472,68,40,108,68,156,72,296,430.845,
127.119,472,68,36,104,64,160,72,296,430.845,
128.205,468,72,36,108,68,152,76,296,432.682,
129.31,464,64,40,104,68,148,80,296,434.543,
128.205,468,72,36,108,64,156,72,292,426.835,
130.435,460,80,36,116,68,152,72,292,430.531,
129.31,464,76,36,112,68,152,72,292,428.671,
131.579,456,80,36,116,68,152,76,296,438.338,
129.31,464,80,40,120,64,148,76,288,422.799,
131.579,456,76,40,116,64,148,76,288,426.491,
129.31,464,88,36,124,68,156,72,296,434.543,
129.31,464,80,40,120,68,152,76,296,434.543,
127.119,472,76,44,120,68,156,72,296,430.845,
123.967,484,72,44,116,68,160,72,300,431.22,
117.188,512,72,48,120,68,152,80,300,419.263,
111.111,540,64,44,108,68,156,76,300,408.248,
109.489,548,68,48,116,68,156,76,300,405.257,
102.74,584,64,40,104,72,160,72,304,397.802,
96.7742,620,64,44,108,68,164,76,308,391.16,
93.1677,644,64,44,108,68,172,76,316,393.771,
93.75,640,64,44,108,68,172,76,316,395,
97.4026,616,64,40,104,68,168,72,308,392.428,
103.448,580,60,40,100,68,168,72,308,404.424,
104.895,572,60,44,104,68,164,72,304,401.953,
107.143,560,64,40,104,68,164,72,304,406.237,
107.914,556,60,44,104,68,168,68,304,407.696,
109.489,548,68,40,108,68,164,72,304,410.661,
110.294,544,60,44,104,64,164,68,296,401.321,
112.782,532,56,44,100,64,160,72,296,405.822,
112.782,532,64,40,104,64,160,72,296,405.822,
113.636,528,60,40,100,64,164,68,296,407.357,
112.782,532,56,48,104,64,160,72,296,405.822,
113.636,528,64,44,108,64,160,72,296,407.357,
112.782,532,64,44,108,64,160,72,296,405.822,
111.111,540,64,48,112,64,160,68,292,397.362,
111.111,540,68,44,112,64,160,72,296,402.805,
109.489,548,64,48,112,64,164,68,296,399.854,
108.696,552,64,48,112,64,160,68,292,393.019,
106.383,564,64,48,112,64,160,72,296,394.141,
104.895,572,64,44,108,72,164,68,304,401.953,
102.041,588,68,40,108,68,160,72,300,391.23,
100.671,596,64,44,108,68,160,68,296,383.415,
102.041,588,64,44,108,68,160,72,300,391.23,
102.74,584,72,40,112,72,164,68,304,397.802,
102.041,588,68,44,112,68,160,68,296,386.014,
102.74,584,64,44,108,72,156,72,300,392.568,
101.351,592,68,40,108,72,164,68,304,395.105,
100.671,596,68,44,112,72,164,64,300,388.596,
100.671,596,72,40,112,72,164,68,304,393.777,
100,600,64,44,108,68,160,72,300,387.298,
102.74,584,64,40,104,72,164,64,300,392.568,
104.167,576,64,44,108,68,160,72,300,395.285,
102.74,584,68,44,112,68,160,72,300,392.568,
102.041,588,68,44,112,68,160,72,300,391.23,
100,600,64,44,108,72,164,68,304,392.462,
102.041,588,60,44,104,72,164,68,304,396.447,
102.74,584,64,44,108,72,164,64,300,392.568,
102.74,584,68,44,112,68,160,72,300,392.568,
100.671,596,68,44,112,68,160,72,300,388.596,
98.6842,608,68,44,112,72,160,68,300,384.742,
95.5414,628,68,44,112,68,164,68,300,378.566,
96.7742,620,64,48,112,68,164,68,300,381,
100.671,596,60,44,104,68,164,72,304,393.777,
100,600,68,40,108,68,160,72,300,387.298,
102.74,584,64,44,108,68,160,72,300,392.568,
103.448,580,64,48,112,68,164,68,300,393.919,
105.634,568,64,48,112,68,164,64,296,392.751,
107.143,560,60,48,108,64,164,68,296,395.547,
107.914,556,64,48,112,68,164,64,296,396.967,
107.914,556,72,44,116,68,164,68,300,402.331,
106.383,564,68,48,116,64,168,68,300,399.468,
107.914,556,60,48,108,68,164,68,300,402.331,
107.914,556,64,44,108,68,164,68,300,402.331,
105.634,568,64,44,108,68,164,68,300,398.059,
104.167,576,64,48,112,68,164,68,300,395.285,
101.351,592,68,44,112,72,160,72,304,395.105,
100.671,596,64,44,108,72,160,72,304,393.777,
101.351,592,64,48,112,68,160,72,300,389.906,
101.351,592,64,44,108,72,160,72,304,395.105,
99.3377,604,64,48,112,68,164,72,304,391.161,
99.3377,604,64,48,112,68,164,72,304,391.161,
101.351,592,64,44,108,72,164,68,304,395.105,
102.74,584,60,48,108,68,160,72,300,392.568,
103.448,580,68,44,112,68,164,72,304,399.172,
103.448,580,64,48,112,68,160,72,300,393.919,
101.351,592,64,48,112,72,160,72,304,395.105,
102.041,588,60,48,108,72,164,68,304,396.447,
102.74,584,68,40,108,72,160,72,304,397.802,
102.041,588,64,48,112,72,160,68,300,391.23,
102.041,588,64,44,108,72,160,72,304,396.447,
101.351,592,64,48,112,68,168,68,304,395.105,
102.74,584,64,44,108,72,164,68,304,397.802,
104.167,576,64,44,108,68,164,72,304,400.555,
105.634,568,68,48,116,68,168,68,304,403.366,
105.634,568,64,44,108,68,164,68,300,398.059,
104.895,572,64,48,112,68,160,72,300,396.664,
102.74,584,68,44,112,72,160,72,304,397.802,
101.351,592,64,44,108,72,164,68,304,395.105,
102.74,584,68,44,112,72,164,68,304,397.802,
101.351,592,72,40,112,72,164,72,308,400.304,
100.671,596,68,44,112,76,164,68,308,398.958,
100,600,68,44,112,72,164,72,308,397.626,
100.671,596,68,48,116,72,164,68,304,393.777,
102.041,588,64,44,108,72,164,68,304,396.447,
100.671,596,68,44,112,72,164,72,308,398.958,
98.0392,612,72,44,116,72,168,68,308,393.709,
96.1538,624,68,48,116,68,164,76,308,389.905,
93.75,640,68,44,112,72,164,76,312,390,
92.5926,648,68,44,112,68,168,72,308,382.616,
92.5926,648,72,44,116,72,172,68,312,387.585,
91.4634,656,72,44,116,68,172,72,312,385.215,
92.5926,648,64,48,112,68,168,76,312,387.585,
95.5414,628,64,44,108,72,168,68,308,388.661,
98.0392,612,64,44,108,72,168,72,312,398.822,
98.6842,608,68,40,108,72,168,72,312,400.132,
98.6842,608,68,44,112,72,164,72,308,395.002,
96.1538,624,68,44,112,68,168,76,312,394.968,
96.1538,624,68,48,116,72,164,68,304,384.841,
97.4026,616,68,40,108,72,160,76,308,392.428,
97.4026,616,64,44,108,72,160,76,308,392.428,
98.0392,612,64,48,112,72,164,72,308,393.709,
97.4026,616,68,44,112,72,168,72,312,397.525,
96.7742,620,72,44,116,72,164,76,312,396.24,
98.6842,608,64,48,112,72,160,76,308,395.002,
99.3377,604,68,44,112,72,164,72,308,396.307,
98.6842,608,68,44,112,72,164,72,308,395.002,
98.0392,612,68,48,116,68,168,72,308,393.709,
98.0392,612,68,48,116,72,168,68,308,393.709,
98.0392,612,64,48,112,68,164,76,308,393.709,
98.0392,612,64,44,108,72,164,72,308,393.709,
96.1538,624,64,44,108,72,168,72,312,394.968,
95.5414,628,68,48,116,72,168,68,308,388.661,
96.1538,624,72,40,112,72,168,72,312,394.968,
96.7742,620,64,44,108,72,164,72,308,391.16,
96.7742,620,68,44,112,68,168,72,308,391.16,
97.4026,616,68,48,116,72,164,72,308,392.428,
96.7742,620,68,44,112,72,168,72,312,396.24,
97.4026,616,68,44,112,72,168,68,308,392.428,
99.3377,604,68,44,112,72,168,68,308,396.307,
99.3377,604,64,48,112,72,168,68,308,396.307,
100,600,68,44,112,72,164,72,308,397.626,
99.3377,604,64,48,112,68,168,72,308,396.307,
100,600,64,44,108,72,168,72,312,402.79,
98.6842,608,64,44,108,72,168,72,312,400.132,
100,600,60,44,104,72,168,72,312,402.79,
100,600,60,44,104,72,164,76,312,402.79,
99.3377,604,64,44,108,72,164,76,312,401.454,
100.671,596,64,44,108,72,164,76,312,404.14,
99.3377,604,64,44,108,72,168,72,312,401.454,
98.6842,608,68,44,112,72,164,72,308,395.002,
98.6842,608,68,44,112,72,160,72,304,389.872,
97.4026,616,64,44,108,72,168,72,312,397.525,
94.9367,632,68,44,112,72,168,72,312,392.461,
93.1677,644,68,44,112,68,168,76,312,388.787,
91.4634,656,72,44,116,72,172,72,316,390.153,
91.4634,656,68,48,116,72,172,68,312,385.215,
94.3396,636,72,44,116,72,172,68,312,391.224,
96.7742,620,64,44,108,72,168,76,316,401.32,
97.4026,616,68,44,112,72,168,72,312,397.525,
98.6842,608,68,44,112,72,168,72,312,400.132,
100.671,596,64,48,112,68,164,76,308,398.958,
101.351,592,64,48,112,72,168,72,312,405.503,
101.351,592,60,48,108,72,164,76,312,405.503,
100,600,68,44,112,72,168,72,312,402.79,
99.3377,604,68,44,112,72,168,72,312,401.454,
98.0392,612,68,44,112,72,168,72,312,398.822,
95.5414,628,68,48,116,68,168,76,312,393.708,
94.3396,636,64,48,112,72,168,72,312,391.224,
93.75,640,68,44,112,72,172,72,316,395,
94.3396,636,68,44,112,72,180,68,320,401.256,
93.75,640,68,44,112,72,168,72,312,390,
95.5414,628,68,44,112,72,172,72,316,398.756,
95.5414,628,68,44,112,72,168,72,312,393.708,
96.1538,624,68,44,112,72,168,76,316,400.032,
96.7742,620,68,48,116,68,172,72,312,396.24,
98.6842,608,68,48,116,72,172,68,312,400.132,
99.3377,604,60,48,108,72,168,72,312,401.454,
98.6842,608,68,44,112,72,164,76,312,400.132,
98.0392,612,68,44,112,72,164,76,312,398.822,
96.1538,624,68,44,112,72,168,72,312,394.968,
96.1538,624,72,44,116,72,168,72,312,394.968,
96.7742,620,64,44,108,68,156,80,304,386.08,
97.4026,616,68,44,112,68,156,80,304,387.332,
98.6842,608,64,48,112,68,164,72,304,389.872,
102.041,588,68,44,112,68,160,80,308,401.663,
102.041,588,60,52,112,68,164,76,308,401.663,
101.351,592,60,48,108,72,160,76,308,400.304,
99.3377,604,72,48,120,68,168,72,308,396.307,
98.0392,612,72,44,116,72,168,72,312,398.822,
98.6842,608,68,48,116,68,164,76,308,395.002,
102.041,588,56,44,100,72,164,72,308,401.663,
102.041,588,64,44,108,72,168,72,312,406.88,
100,600,68,48,116,72,164,72,308,397.626,
98.6842,608,72,44,116,72,164,76,312,400.132,
95.5414,628,68,48,116,68,168,76,312,393.708,
93.75,640,72,44,116,72,164,76,312,390,
92.5926,648,64,48,112,72,172,72,316,392.554,
92.5926,648,68,44,112,72,176,72,320,397.523,
93.75,640,72,44,116,72,172,72,316,395,
94.9367,632,64,48,112,68,176,72,316,397.492,
94.9367,632,64,48,112,72,172,72,316,397.492,
93.75,640,68,44,112,72,172,72,316,395,
93.1677,644,64,48,112,72,172,72,316,393.771,
93.1677,644,64,48,112,72,172,72,316,393.771,
94.3396,636,68,48,116,68,172,76,316,396.24,
95.5414,628,68,48,116,72,172,72,316,398.756,
94.3396,636,68,48,116,72,172,72,316,396.24,
94.9367,632,68,44,112,72,172,72,316,397.492,
94.9367,632,72,44,116,72,176,68,316,397.492,
96.1538,624,64,48,112,72,172,72,316,400.032,
95.5414,628,68,44,112,72,172,76,320,403.804,
94.3396,636,68,44,112,72,176,72,320,401.256,
93.75,640,76,44,120,72,172,72,316,395,
94.3396,636,72,44,116,72,176,72,320,401.256,
93.1677,644,76,44,120,72,176,72,320,398.756,
94.9367,632,68,44,112,72,168,76,316,397.492,
95.5414,628,64,48,112,72,172,72,316,398.756,
96.1538,624,68,44,112,72,176,72,320,405.096,
94.9367,632,68,44,112,72,172,76,320,402.524,
94.3396,636,68,48,116,68,168,76,312,391.224,
96.1538,624,72,44,116,72,172,72,316,400.032,
96.1538,624,72,44,116,72,172,72,316,400.032,
97.4026,616,64,48,112,72,168,72,312,397.525,
98.0392,612,68,44,112,72,168,76,316,403.935,
97.4026,616,72,44,116,72,168,76,316,402.621,
95.5414,628,72,44,116,72,172,76,320,403.804,
94.3396,636,68,44,112,72,168,76,316,396.24,
93.75,640,68,48,116,68,172,76,316,395,
93.1677,644,72,44,116,68,180,72,320,398.756,
93.1677,644,68,44,112,72,176,72,320,398.756,
94.3396,636,64,48,112,72,172,76,320,401.256,
93.1677,644,64,48,112,72,172,72,316,393.771,
94.3396,636,72,44,116,72,176,72,320,401.256,
93.75,640,64,44,108,72,176,72,320,400,
92.0245,652,68,44,112,72,176,72,320,396.302,
92.0245,652,72,48,120,72,172,72,316,391.348,
91.4634,656,68,48,116,68,172,76,316,390.153,
91.4634,656,72,44,116,72,172,76,320,395.092,
91.4634,656,68,44,112,72,168,76,316,390.153,
93.75,640,68,48,116,68,168,80,316,395,
96.1538,624,68,44,112,68,172,76,316,400.032,
98.6842,608,68,48,116,72,168,76,316,405.261,
98.6842,608,64,44,108,72,168,76,316,405.261,
95.5414,628,68,48,116,72,168,76,316,398.756,
96.7742,620,72,44,116,72,172,76,320,406.4,
96.7742,620,68,44,112,72,172,72,316,401.32,
97.4026,616,68,44,112,72,164,80,316,402.621,
97.4026,616,68,44,112,72,168,76,316,402.621,
97.4026,616,68,48,116,72,168,72,312,397.525,
98.6842,608,72,44,116,72,172,72,316,405.261,
100,600,68,44,112,68,168,80,316,407.954,
100,600,64,48,112,68,160,80,308,397.626,
100,600,68,44,112,72,164,76,312,402.79,
98.6842,608,68,44,112,72,168,76,316,405.261,
97.4026,616,68,44,112,72,164,80,316,402.621,
98.0392,612,64,44,108,72,164,76,312,398.822,
98.0392,612,64,44,108,72,168,76,316,403.935,
96.7742,620,68,48,116,72,168,72,312,396.24,
96.1538,624,68,44,112,72,168,76,316,400.032,
95.5414,628,72,44,116,72,168,76,316,398.756,
95.5414,628,68,44,112,72,172,72,316,398.756,
94.9367,632,68,44,112,72,168,76,316,397.492,
93.75,640,68,48,116,68,172,76,316,395,
93.1677,644,68,48,116,72,172,76,320,398.756,
92.5926,648,64,48,112,72,176,72,320,397.523,
93.75,640,68,44,112,72,172,76,320,400,
94.9367,632,68,48,116,72,168,76,316,397.492,
95.5414,628,68,44,112,72,168,76,316,398.756,
95.5414,628,64,48,112,72,168,76,316,398.756,
96.1538,624,68,44,112,72,168,76,316,400.032,
96.1538,624,64,48,112,68,168,80,316,400.032,
96.1538,624,68,44,112,72,176,72,320,405.096,
95.5414,628,72,44,116,72,172,76,320,403.804,
94.9367,632,68,44,112,72,172,76,320,402.524,
94.3396,636,68,44,112,72,172,76,320,401.256,
93.75,640,72,44,116,72,172,76,320,400,
92.5926,648,72,44,116,72,176,72,320,397.523,
92.0245,652,68,48,116,72,172,72,316,391.348,
93.1677,644,64,48,112,72,172,76,320,398.756,
93.75,640,64,44,108,72,172,72,316,395,
95.5414,628,68,44,112,72,172,72,316,398.756,
96.7742,620,64,48,112,72,176,68,316,401.32,
97.4026,616,68,44,112,72,176,72,320,407.718,
98.0392,612,64,48,112,72,168,76,316,403.935,
100,600,64,48,112,72,160,80,312,402.79,
98.6842,608,64,48,112,68,164,80,312,400.132,
97.4026,616,68,44,112,72,168,76,316,402.621,
95.5414,628,64,48,112,72,172,72,316,398.756,
95.5414,628,60,48,108,76,172,72,320,403.804,
95.5414,628,68,44,112,72,168,76,316,398.756,
96.7742,620,60,48,108,72,168,76,316,401.32,
98.0392,612,64,44,108,76,172,72,320,409.048,
95.5414,628,64,44,108,68,164,76,308,388.661,
98.6842,608,64,44,108,72,164,76,312,400.132,
96.1538,624,56,48,104,68,160,80,308,389.905,
96.1538,624,64,44,108,68,172,76,316,400.032,
98.0392,612,72,44,116,76,172,72,320,409.048,
99.3377,604,68,40,108,76,172,76,324,416.895,
100,600,72,44,116,72,168,72,312,402.79,
103.448,580,68,48,116,68,168,76,312,409.676,
105.634,568,68,44,112,72,168,72,312,413.981,
104.167,576,68,48,116,72,168,72,312,411.096,
103.448,580,72,48,120,68,160,80,308,404.424,
98.0392,612,64,48,112,72,160,76,308,393.709,
89.8204,668,64,44,108,72,172,72,316,386.633,
67.8733,884,64,48,112,72,176,72,320,340.349,
74.6269,804,64,48,112,72,172,76,320,356.88,
73.1707,820,68,40,108,72,176,76,324,357.798,
78.125,768,68,40,108,72,180,72,324,369.713,
82.8729,724,68,40,108,72,180,72,324,380.781,
86.7052,692,68,40,108,72,180,72,324,389.486,
90.9091,660,68,44,112,72,176,76,324,398.816,
94.3396,636,64,48,112,68,176,76,320,401.256,
98.0392,612,68,44,112,72,172,76,320,409.048,
99.3377,604,68,44,112,72,172,76,320,411.748,
101.351,592,68,44,112,72,168,76,316,410.701,
101.351,592,64,48,112,68,172,76,316,410.701,
101.351,592,72,44,116,72,168,80,320,415.9,
98.0392,612,72,44,116,72,168,76,316,403.935,
96.1538,624,68,48,116,72,172,72,316,400.032,
94.9367,632,68,44,112,72,168,76,316,397.492,
96.1538,624,60,48,108,72,172,76,320,405.096,
96.7742,620,68,44,112,72,168,76,316,401.32,
96.1538,624,68,44,112,72,168,76,316,400.032,
94.9367,632,68,44,112,72,172,76,320,402.524,
94.3396,636,68,44,112,72,176,72,320,401.256,
94.3396,636,64,48,112,68,172,76,316,396.24,
94.9367,632,68,44,112,72,172,76,320,402.524,
92.5926,648,68,52,120,68,176,76,320,397.523,
92.0245,652,68,48,116,68,176,76,320,396.302,
93.1677,644,64,44,108,72,180,72,324,403.74,
92.0245,652,68,44,112,76,176,72,324,401.256,
92.5926,648,68,44,112,72,176,76,324,402.492,
93.1677,644,72,48,120,72,176,72,320,398.756,
95.5414,628,72,44,116,72,176,72,320,403.804,
96.7742,620,64,44,108,72,176,72,320,406.4,
97.4026,616,64,44,108,72,172,76,320,407.718,
96.1538,624,68,44,112,72,172,76,320,405.096,
94.9367,632,60,48,108,72,172,76,320,402.524,
94.3396,636,68,48,116,72,172,76,320,401.256,
95.5414,628,68,44,112,72,180,72,324,408.851,
96.1538,624,68,44,112,72,172,76,320,405.096,
96.1538,624,64,48,112,72,172,72,316,400.032,
96.7742,620,68,44,112,72,176,76,324,411.48,
95.5414,628,68,44,112,76,172,72,320,403.804,
94.3396,636,68,48,116,76,172,72,320,401.256,
94.9367,632,68,44,112,72,172,76,320,402.524,
94.9367,632,64,44,108,72,176,76,324,407.555,
93.1677,644,72,44,116,72,176,72,320,398.756,
90.9091,660,72,48,120,72,176,72,320,393.893,
89.8204,668,72,48,120,72,176,72,320,391.527,
89.2857,672,72,44,116,72,176,76,324,395.24,
91.4634,656,68,44,112,72,176,76,324,400.03,
92.5926,648,68,48,116,72,172,76,320,397.523,
93.75,640,64,48,112,72,172,76,320,400,
94.3396,636,68,48,116,76,172,72,320,401.256,
94.9367,632,72,48,120,72,172,72,316,397.492,
96.7742,620,68,48,116,72,176,72,320,406.4,
97.4026,616,64,48,112,72,168,76,316,402.621,
98.6842,608,68,44,112,72,168,80,320,410.391,
96.7742,620,72,44,116,72,168,80,320,406.4,
95.5414,628,68,48,116,68,172,80,320,403.804,
95.5414,628,68,48,116,72,172,76,320,403.804,
95.5414,628,72,44,116,72,172,76,320,403.804,
96.1538,624,68,44,112,72,172,76,320,405.096,
95.5414,628,64,44,108,72,176,72,320,403.804,
94.3396,636,72,44,116,72,176,72,320,401.256,
93.75,640,72,44,116,72,172,76,320,400,
92.5926,648,72,44,116,72,176,76,324,402.492,
92.5926,648,64,48,112,72,176,76,324,402.492,
93.1677,644,68,44,112,72,180,72,324,403.74,
92.5926,648,68,44,112,72,180,72,324,402.492,
92.5926,648,72,44,116,72,176,72,320,397.523,
93.1677,644,76,44,120,72,172,76,320,398.756,
92.5926,648,64,44,108,72,180,72,324,402.492,
92.5926,648,68,44,112,72,176,72,320,397.523,
93.1677,644,68,44,112,72,176,76,324,403.74,
92.0245,652,72,44,116,72,176,76,324,401.256,
94.3396,636,68,44,112,68,176,76,320,401.256,
96.7742,620,64,48,112,72,172,76,320,406.4,
98.0392,612,68,44,112,72,176,76,324,414.161,
98.0392,612,64,44,108,72,172,76,320,409.048,
97.4026,616,68,44,112,72,172,76,320,407.718,
98.6842,608,68,44,112,76,168,76,320,410.391,
98.0392,612,68,44,112,76,172,72,320,409.048,
96.7742,620,64,48,112,72,168,76,316,401.32,
95.5414,628,72,48,120,68,168,80,316,398.756,
94.3396,636,72,44,116,72,176,76,324,406.272,
93.75,640,72,44,116,72,176,76,324,405,
94.9367,632,68,44,112,72,176,72,320,402.524,
98.0392,612,60,44,104,76,168,72,316,403.935,
100,600,56,44,100,76,164,76,316,407.954,
98.6842,608,64,44,108,76,168,76,320,410.391,
93.75,640,68,48,116,72,168,76,316,395,
94.9367,632,68,44,112,72,172,76,320,402.524,
97.4026,616,64,44,108,72,172,76,320,407.718,
98.0392,612,64,44,108,72,168,76,316,403.935,
98.6842,608,68,44,112,72,168,76,316,405.261,
99.3377,604,68,44,112,72,176,72,320,411.748,
100,600,72,44,116,76,172,72,320,413.118,
100,600,68,44,112,72,176,72,320,413.118,
99.3377,604,68,44,112,72,168,76,316,406.601,
98.6842,608,68,44,112,72,172,76,320,410.391,
96.1538,624,72,40,112,72,172,76,320,405.096,
89.8204,668,64,48,112,68,168,80,316,386.633,
81.9672,732,72,44,116,72,176,76,324,378.695,
78.534,764,64,44,108,76,180,76,332,379.832,
77.3196,776,76,40,116,76,176,80,332,376.884,
77.7202,772,72,40,112,76,180,76,332,377.859,
78.9474,760,72,40,112,76,184,72,332,380.83,
84.2697,712,72,44,116,72,180,76,328,388.717,
