"Heart Rate","RR","P Wave Duration","PR Segment","PR Interval","QRS Interval","T Wave Duration","ST Segment","QT Interval","QT Corrected (Bazett)",
86.7052,692,76,48,124,76,180,68,324,389.486,
86.7052,692,76,48,124,76,180,68,324,389.486,
85.7143,700,80,48,128,72,180,72,324,387.254,
86.2069,696,80,44,124,76,184,68,328,393.16,
86.7052,692,80,44,124,72,176,76,324,389.486,
86.7052,692,76,48,124,72,180,72,324,389.486,
87.7193,684,80,44,124,76,180,72,328,396.594,
87.7193,684,80,44,124,76,184,68,328,396.594,
87.7193,684,84,44,128,76,180,72,328,396.594,
87.2093,688,80,44,124,76,180,72,328,395.439,
85.2273,704,80,48,128,76,184,68,328,390.92,
86.7052,692,84,44,128,80,184,68,332,399.103,
85.7143,700,72,44,116,72,176,76,324,387.254,
85.2273,704,76,48,124,72,180,72,324,386.152,
84.7458,708,80,44,124,76,184,68,328,389.814,
83.7989,716,84,44,128,76,180,72,328,387.63,
82.8729,724,80,44,124,76,180,72,328,385.482,
82.4176,728,76,48,124,76,180,72,328,384.422,
81.9672,732,80,48,128,72,176,76,324,378.695,
82.8729,724,72,44,116,76,180,76,332,390.183,
84.2697,712,72,44,116,76,176,76,328,388.717,
84.7458,708,84,44,128,76,180,72,328,389.814,
85.2273,704,84,44,128,72,180,76,328,390.92,
86.2069,696,84,40,124,80,180,72,332,397.955,
85.7143,700,72,48,120,72,176,76,324,387.254,
86.7052,692,80,40,120,76,184,72,332,399.103,
83.7989,716,76,48,124,72,184,72,328,387.63,
85.7143,700,80,44,124,76,180,76,332,396.816,
85.7143,700,76,44,120,76,184,72,332,396.816,
85.7143,700,80,48,128,76,184,68,328,392.035,
85.7143,700,84,44,128,76,184,72,332,396.816,
84.7458,708,76,48,124,76,180,72,328,389.814,
86.7052,692,72,44,116,76,180,72,328,394.295,
86.7052,692,76,44,120,80,180,72,332,399.103,
85.7143,700,76,48,124,72,180,76,328,392.035,
87.2093,688,76,48,124,76,180,72,328,395.439,
88.2353,680,80,44,124,76,180,76,332,402.609,
88.7574,676,76,48,124,72,180,76,328,398.933,
88.2353,680,76,44,120,76,180,72,328,397.758,
86.7052,692,80,44,124,76,184,72,332,399.103,
87.7193,684,80,44,124,76,180,76,332,401.43,
88.7574,676,80,44,124,76,180,72,328,398.933,
87.7193,684,80,48,128,76,184,68,328,396.594,
86.7052,692,76,48,124,76,180,72,328,394.295,
86.2069,696,80,44,124,76,184,72,332,397.955,
86.2069,696,76,44,120,76,184,72,332,397.955,
85.7143,700,76,44,120,76,184,72,332,396.816,
86.7052,692,80,44,124,76,180,72,328,394.295,
87.7193,684,84,44,128,76,184,72,332,401.43,
88.2353,680,76,44,120,76,180,76,332,402.609,
87.2093,688,80,44,124,76,180,76,332,400.262,
86.2069,696,80,44,124,72,180,76,328,393.16,
87.2093,688,84,44,128,76,180,72,328,395.439,
86.7052,692,84,44,128,76,184,72,332,399.103,
86.7052,692,80,48,128,72,180,76,328,394.295,
86.7052,692,76,48,124,72,180,76,328,394.295,
88.2353,680,80,44,124,76,184,72,332,402.609,
88.7574,676,76,48,124,76,176,76,328,398.933,
87.7193,684,76,48,124,76,184,72,332,401.43,
88.2353,680,80,44,124,76,184,72,332,402.609,
88.2353,680,76,44,120,76,180,76,332,402.609,
88.2353,680,76,44,120,76,184,72,332,402.609,
86.2069,696,80,44,124,76,184,72,332,397.955,
85.7143,700,76,44,120,76,180,76,332,396.816,
86.7052,692,80,44,124,76,184,72,332,399.103,
87.2093,688,80,44,124,76,180,76,332,400.262,
85.7143,700,76,48,124,72,180,76,328,392.035,
87.2093,688,76,44,120,80,180,72,332,400.262,
87.7193,684,84,44,128,76,184,72,332,401.43,
88.2353,680,80,44,124,80,180,72,332,402.609,
87.7193,684,84,44,128,80,180,72,332,401.43,
86.2069,696,76,48,124,76,176,76,328,393.16,
88.2353,680,72,44,116,76,180,76,332,402.609,
88.2353,680,76,48,124,72,176,80,328,397.758,
89.2857,672,80,44,124,76,184,72,332,404.999,
87.7193,684,80,48,128,76,180,72,328,396.594,
87.7193,684,80,44,124,76,180,76,332,401.43,
87.2093,688,76,44,120,76,180,76,332,400.262,
86.2069,696,84,40,124,80,188,68,336,402.749,
84.7458,708,80,44,124,76,184,72,332,394.568,
85.2273,704,84,44,128,76,180,76,332,395.687,
84.7458,708,76,44,120,76,184,72,332,394.568,
85.2273,704,76,48,124,72,180,76,328,390.92,
85.7143,700,84,44,128,80,188,68,336,401.597,
86.2069,696,80,44,124,76,180,76,332,397.955,
87.2093,688,80,44,124,76,184,72,332,400.262,
87.7193,684,76,44,120,76,184,72,332,401.43,
87.7193,684,80,44,124,76,180,76,332,401.43,
87.2093,688,80,48,128,76,176,76,328,395.439,
86.7052,692,72,44,116,72,180,76,328,394.295,
85.2273,704,84,44,128,76,184,72,332,395.687,
83.7989,716,80,44,124,76,180,76,332,392.357,
84.7458,708,80,44,124,76,180,76,332,394.568,
84.2697,712,72,48,120,76,180,76,332,393.458,
83.3333,720,80,48,128,76,180,76,332,391.266,
84.2697,712,76,48,124,76,184,72,332,393.458,
86.2069,696,76,44,120,76,180,76,332,397.955,
86.2069,696,80,40,120,80,184,72,336,402.749,
85.7143,700,80,48,128,72,184,76,332,396.816,
87.7193,684,76,48,124,72,180,76,328,396.594,
87.7193,684,72,48,120,72,184,76,332,401.43,
87.7193,684,80,44,124,76,184,72,332,401.43,
85.7143,700,80,48,128,76,184,72,332,396.816,
86.2069,696,76,44,120,80,184,72,336,402.749,
86.7052,692,84,44,128,76,184,72,332,399.103,
87.7193,684,80,44,124,76,184,72,332,401.43,
88.2353,680,76,44,120,76,180,76,332,402.609,
87.7193,684,80,48,128,76,180,76,332,401.43,
88.7574,676,76,44,120,76,180,80,336,408.664,
88.7574,676,80,48,128,76,184,72,332,403.799,
88.7574,676,80,44,124,76,188,72,336,408.664,
89.2857,672,76,48,124,76,184,76,336,409.878,
89.2857,672,72,48,120,76,180,76,332,404.999,
89.2857,672,72,48,120,72,184,76,332,404.999,
89.2857,672,80,48,128,76,188,72,336,409.878,
88.7574,676,80,48,128,76,184,72,332,403.799,
90.3614,664,80,44,124,76,184,76,336,412.34,
89.2857,672,76,44,120,76,180,76,332,404.999,
88.7574,676,72,48,120,76,180,76,332,403.799,
88.7574,676,84,44,128,76,180,76,332,403.799,
89.8204,668,80,48,128,76,180,76,332,406.209,
89.2857,672,72,48,120,72,180,76,328,400.119,
88.7574,676,76,48,124,72,184,76,332,403.799,
88.7574,676,80,44,124,76,180,76,332,403.799,
88.7574,676,72,48,120,72,184,76,332,403.799,
90.3614,664,80,44,124,80,184,72,336,412.34,
89.2857,672,80,44,124,76,180,76,332,404.999,
89.2857,672,76,48,124,76,180,76,332,404.999,
89.2857,672,76,48,124,76,180,76,332,404.999,
88.2353,680,72,48,120,76,180,76,332,402.609,
85.7143,700,80,48,128,76,184,72,332,396.816,
85.2273,704,80,48,128,72,180,80,332,395.687,
86.2069,696,84,44,128,76,180,76,332,397.955,
86.2069,696,80,48,128,76,184,72,332,397.955,
86.2069,696,80,44,124,76,184,72,332,397.955,
86.7052,692,80,44,124,80,184,72,336,403.912,
86.7052,692,76,48,124,76,180,76,332,399.103,
87.7193,684,80,48,128,72,180,80,332,401.43,
87.2093,688,72,48,120,72,184,76,332,400.262,
87.2093,688,88,40,128,80,184,72,336,405.084,
87.2093,688,84,40,124,80,184,72,336,405.084,
87.2093,688,80,44,124,76,184,76,336,405.084,
86.2069,696,76,44,120,76,180,76,332,397.955,
84.7458,708,80,44,124,76,180,76,332,394.568,
84.2697,712,76,48,124,76,180,76,332,393.458,
83.7989,716,84,44,128,76,180,76,332,392.357,
83.7989,716,76,44,120,76,184,76,336,397.084,
82.8729,724,76,44,120,80,184,72,336,394.884,
82.8729,724,72,44,116,76,184,72,332,390.183,
84.2697,712,76,44,120,76,188,72,336,398.198,
83.7989,716,84,44,128,76,188,72,336,397.084,
82.8729,724,80,44,124,76,180,76,332,390.183,
84.7458,708,76,44,120,76,184,76,336,399.321,
86.2069,696,80,44,124,76,184,76,336,402.749,
86.2069,696,76,48,124,72,180,80,332,397.955,
85.2273,704,80,48,128,76,188,72,336,400.454,
84.7458,708,76,48,124,72,184,76,332,394.568,
86.7052,692,80,40,120,76,184,76,336,403.912,
86.2069,696,72,44,116,76,180,76,332,397.955,
86.2069,696,80,44,124,76,184,76,336,402.749,
86.2069,696,84,44,128,76,180,76,332,397.955,
86.7052,692,72,44,116,76,184,76,336,403.912,
86.7052,692,76,44,120,76,180,76,332,399.103,
85.7143,700,72,48,120,76,184,72,332,396.816,
85.7143,700,84,44,128,76,180,76,332,396.816,
84.2697,712,76,48,124,72,180,80,332,393.458,
84.2697,712,72,48,120,76,184,76,336,398.198,
84.2697,712,80,44,124,76,184,76,336,398.198,
85.7143,700,84,40,124,76,180,76,332,396.816,
87.2093,688,80,44,124,76,184,76,336,405.084,
88.2353,680,80,44,124,80,188,72,340,412.311,
88.2353,680,80,44,124,76,184,76,336,407.46,
88.7574,676,84,44,128,80,184,72,336,408.664,
88.2353,680,80,48,128,76,184,72,332,402.609,
88.7574,676,76,44,120,76,184,76,336,408.664,
86.7052,692,84,44,128,80,184,72,336,403.912,
86.2069,696,80,44,124,72,180,80,332,397.955,
86.2069,696,80,44,124,76,180,76,332,397.955,
84.7458,708,72,48,120,72,184,76,332,394.568,
84.7458,708,80,48,128,76,184,76,336,399.321,
84.7458,708,80,44,124,76,184,76,336,399.321,
84.7458,708,72,48,120,72,180,80,332,394.568,
85.7143,700,76,44,120,80,184,72,336,401.597,
85.7143,700,76,48,124,76,184,76,336,401.597,
87.2093,688,80,44,124,76,184,76,336,405.084,
88.2353,680,80,48,128,76,184,76,336,407.46,
88.2353,680,76,48,124,76,188,72,336,407.46,
88.7574,676,80,44,124,80,188,72,340,413.529,
88.2353,680,80,44,124,76,184,76,336,407.46,
88.7574,676,76,44,120,76,184,76,336,408.664,
88.7574,676,80,44,124,76,184,76,336,408.664,
88.7574,676,76,48,124,76,180,76,332,403.799,
88.2353,680,72,48,120,76,180,76,332,402.609,
87.7193,684,80,48,128,72,180,80,332,401.43,
87.2093,688,76,44,120,76,184,76,336,405.084,
87.2093,688,80,44,124,80,184,72,336,405.084,
87.7193,684,80,48,128,76,188,72,336,406.267,
87.2093,688,84,44,128,76,184,76,336,405.084,
87.2093,688,76,48,124,72,180,80,332,400.262,
87.2093,688,76,48,124,72,184,76,332,400.262,
87.7193,684,84,44,128,72,184,76,332,401.43,
87.7193,684,80,44,124,80,180,76,336,406.267,
87.2093,688,80,48,128,76,184,72,332,400.262,
87.2093,688,76,48,124,76,184,72,332,400.262,
88.2353,680,80,44,124,76,180,80,336,407.46,
87.2093,688,72,48,120,72,180,80,332,400.262,
89.2857,672,76,44,120,76,180,80,336,409.878,
88.2353,680,76,48,124,76,184,76,336,407.46,
89.2857,672,80,44,124,76,184,76,336,409.878,
89.8204,668,76,48,124,76,184,76,336,411.103,
89.8204,668,76,48,124,76,176,80,332,406.209,
88.7574,676,80,48,128,76,184,72,332,403.799,
89.2857,672,80,48,128,76,184,72,332,404.999,
89.8204,668,80,44,124,80,184,72,336,411.103,
88.2353,680,76,44,120,80,180,76,336,407.46,
87.7193,684,80,44,124,76,184,76,336,406.267,
87.7193,684,80,48,128,76,184,72,332,401.43,
88.2353,680,84,44,128,80,180,76,336,407.46,
87.2093,688,84,48,132,76,180,76,332,400.262,
87.2093,688,76,44,120,76,184,76,336,405.084,
87.2093,688,76,44,120,76,184,76,336,405.084,
87.7193,684,80,44,124,76,184,76,336,406.267,
87.2093,688,76,48,124,76,184,72,332,400.262,
86.7052,692,80,48,128,76,188,72,336,403.912,
85.2273,704,84,44,128,76,184,76,336,400.454,
85.7143,700,72,48,120,76,184,72,332,396.816,
85.7143,700,76,44,120,76,184,72,332,396.816,
85.7143,700,76,44,120,76,184,76,336,401.597,
86.7052,692,80,44,124,76,184,76,336,403.912,
86.7052,692,80,48,128,76,184,76,336,403.912,
87.7193,684,84,44,128,80,188,72,340,411.103,
87.7193,684,80,48,128,76,180,76,332,401.43,
87.7193,684,80,48,128,76,184,76,336,406.267,
87.7193,684,80,48,128,76,184,76,336,406.267,
87.7193,684,68,48,116,72,180,80,332,401.43,
87.2093,688,80,48,128,72,184,76,332,400.262,
87.2093,688,80,44,124,76,188,72,336,405.084,
87.2093,688,84,44,128,80,184,72,336,405.084,
87.2093,688,72,48,120,76,184,76,336,405.084,
86.2069,696,76,48,124,76,184,76,336,402.749,
86.2069,696,80,48,128,76,188,72,336,402.749,
87.2093,688,72,48,120,76,180,76,332,400.262,
88.2353,680,80,48,128,76,184,76,336,407.46,
89.2857,672,80,44,124,80,184,72,336,409.878,
88.7574,676,80,48,128,76,184,76,336,408.664,
88.2353,680,80,48,128,76,180,76,332,402.609,
87.7193,684,80,44,124,80,180,76,336,406.267,
87.7193,684,76,44,120,76,180,80,336,406.267,
88.2353,680,84,44,128,76,184,76,336,407.46,
87.2093,688,80,44,124,76,180,80,336,405.084,
86.7052,692,72,52,124,72,180,80,332,399.103,
88.2353,680,80,44,124,76,184,76,336,407.46,
88.2353,680,72,48,120,72,180,80,332,402.609,
89.2857,672,72,44,116,76,180,80,336,409.878,
87.7193,684,76,44,120,76,180,76,332,401.43,
87.7193,684,76,48,124,72,184,76,332,401.43,
87.2093,688,80,44,124,76,180,76,332,400.262,
87.2093,688,80,44,124,76,184,72,332,400.262,
86.2069,696,76,48,124,72,184,76,332,397.955,
84.2697,712,76,48,124,76,184,72,332,393.458,
84.7458,708,76,44,120,80,184,72,336,399.321,
85.2273,704,80,48,128,76,180,76,332,395.687,
86.2069,696,76,48,124,80,184,72,336,402.749,
84.7458,708,76,48,124,72,184,76,332,394.568,
86.2069,696,80,44,124,80,188,72,340,407.544,
85.7143,700,76,48,124,76,180,76,332,396.816,
86.7052,692,80,48,128,72,184,76,332,399.103,
87.7193,684,80,44,124,80,184,72,336,406.267,
86.7052,692,84,44,128,76,184,76,336,403.912,
87.7193,684,76,44,120,76,180,80,336,406.267,
88.7574,676,76,44,120,76,184,76,336,408.664,
88.7574,676,80,44,124,76,184,76,336,408.664,
88.2353,680,84,44,128,76,184,76,336,407.46,
86.7052,692,76,48,124,76,180,76,332,399.103,
86.7052,692,76,48,124,72,184,76,332,399.103,
87.7193,684,84,44,128,76,180,76,332,401.43,
87.2093,688,84,44,128,80,184,72,336,405.084,
87.2093,688,80,48,128,76,184,76,336,405.084,
88.7574,676,84,44,128,80,180,76,336,408.664,
88.2353,680,80,48,128,76,180,76,332,402.609,
88.2353,680,76,44,120,76,180,80,336,407.46,
86.2069,696,76,48,124,72,180,76,328,393.16,
86.2069,696,80,44,124,76,184,76,336,402.749,
85.7143,700,72,48,120,76,176,80,332,396.816,
85.2273,704,76,44,120,80,184,72,336,400.454,
84.2697,712,76,48,124,76,188,72,336,398.198,
84.7458,708,80,48,128,76,180,76,332,394.568,
85.7143,700,84,44,128,80,184,72,336,401.597,
84.7458,708,80,48,128,72,184,76,332,394.568,
83.7989,716,72,48,120,72,184,80,336,397.084,
84.2697,712,76,48,124,76,184,76,336,398.198,
85.2273,704,80,44,124,80,188,72,340,405.222,
84.7458,708,76,48,124,72,184,76,332,394.568,
86.2069,696,80,48,128,80,188,68,336,402.749,
85.2273,704,76,44,120,76,184,72,332,395.687,
86.7052,692,84,44,128,80,184,72,336,403.912,
86.2069,696,76,48,124,72,184,80,336,402.749,
86.2069,696,80,44,124,80,184,72,336,402.749,
85.7143,700,80,44,124,76,184,76,336,401.597,
85.7143,700,72,48,120,76,184,76,336,401.597,
86.7052,692,80,44,124,76,184,76,336,403.912,
86.7052,692,80,48,128,76,184,76,336,403.912,
85.7143,700,80,48,128,76,184,76,336,401.597,
86.2069,696,80,44,124,76,180,80,336,402.749,
86.7052,692,76,44,120,76,184,76,336,403.912,
86.7052,692,76,48,124,76,188,72,336,403.912,
83.7989,716,72,48,120,76,188,72,336,397.084,
83.7989,716,76,44,120,76,184,76,336,397.084,
85.2273,704,72,48,120,72,180,80,332,395.687,
84.2697,712,72,48,120,76,188,72,336,398.198,
82.4176,728,76,48,124,76,184,76,336,393.798,
83.7989,716,76,44,120,80,180,76,336,397.084,
85.2273,704,72,48,120,76,188,72,336,400.454,
85.2273,704,76,48,124,72,180,80,332,395.687,
84.7458,708,80,44,124,76,188,72,336,399.321,
84.2697,712,80,44,124,80,188,72,340,402.939,
84.2697,712,76,48,124,72,188,76,336,398.198,
84.2697,712,76,48,124,72,180,80,332,393.458,
84.7458,708,80,48,128,76,192,68,336,399.321,
86.2069,696,76,44,120,76,184,76,336,402.749,
86.2069,696,80,44,124,76,188,72,336,402.749,
85.7143,700,76,48,124,72,180,80,332,396.816,
85.7143,700,80,44,124,80,192,68,340,406.378,
84.2697,712,80,44,124,80,184,72,336,398.198,
84.7458,708,76,48,124,72,180,80,332,394.568,
84.7458,708,80,48,128,76,180,76,332,394.568,
83.3333,720,84,48,132,76,184,76,336,395.98,
83.7989,716,84,44,128,80,184,72,336,397.084,
84.7458,708,76,48,124,76,188,72,336,399.321,
86.2069,696,80,44,124,76,184,76,336,402.749,
85.7143,700,80,44,124,76,188,72,336,401.597,
86.7052,692,84,44,128,80,184,76,340,408.72,
86.2069,696,76,48,124,72,180,80,332,397.955,
86.2069,696,80,44,124,76,184,76,336,402.749,
85.2273,704,76,48,124,72,180,80,332,395.687,
85.7143,700,80,44,124,80,188,72,340,406.378,
84.7458,708,76,48,124,72,184,76,332,394.568,
86.2069,696,80,44,124,80,184,72,336,402.749,
83.7989,716,76,48,124,76,184,76,336,397.084,
82.8729,724,80,44,124,80,188,72,340,399.585,
83.3333,720,80,44,124,80,180,76,336,395.98,
83.3333,720,80,44,124,80,184,76,340,400.694,
83.7989,716,80,44,124,80,188,72,340,401.812,
83.3333,720,80,44,124,80,188,72,340,400.694,
84.2697,712,72,44,116,80,188,72,340,402.939,
84.2697,712,76,48,124,72,180,80,332,393.458,
86.2069,696,72,48,120,76,188,72,336,402.749,
85.7143,700,72,48,120,76,180,80,336,401.597,
85.2273,704,80,44,124,80,188,72,340,405.222,
83.7989,716,80,48,128,76,184,76,336,397.084,
82.8729,724,80,48,128,76,188,72,336,394.884,
81.5217,736,76,48,124,76,184,76,336,391.652,
81.9672,732,76,44,120,76,184,76,336,392.721,
81.9672,732,76,48,124,76,184,76,336,392.721,
81.5217,736,76,48,124,76,184,76,336,391.652,
81.5217,736,76,44,120,76,184,76,336,391.652,
81.9672,732,80,48,128,76,184,76,336,392.721,
83.7989,716,76,44,120,80,184,76,340,401.812,
82.8729,724,76,44,120,76,184,76,336,394.884,
81.9672,732,72,48,120,76,184,80,340,397.396,
83.3333,720,76,48,124,72,184,80,336,395.98,
85.2273,704,76,44,120,80,188,72,340,405.222,
85.7143,700,76,48,124,72,180,80,332,396.816,
86.2069,696,80,48,128,76,184,76,336,402.749,
86.2069,696,84,48,132,76,184,76,336,402.749,
85.7143,700,72,48,120,76,184,76,336,401.597,
85.2273,704,72,48,120,72,180,84,336,400.454,
83.3333,720,76,52,128,72,184,80,336,395.98,
82.4176,728,76,48,124,76,184,76,336,393.798,
81.9672,732,84,44,128,76,184,76,336,392.721,
83.3333,720,76,48,124,76,184,76,336,395.98,
83.7989,716,76,44,120,80,184,76,340,401.812,
81.9672,732,80,44,124,76,180,80,336,392.721,
82.4176,728,80,44,124,76,184,80,340,398.486,
83.3333,720,76,48,124,76,184,76,336,395.98,
83.7989,716,76,48,124,76,184,80,340,401.812,
82.4176,728,72,48,120,76,184,76,336,393.798,
84.2697,712,76,48,124,76,184,76,336,398.198,
85.7143,700,72,48,120,72,188,76,336,401.597,
85.7143,700,84,44,128,76,188,76,340,406.378,
86.2069,696,72,48,120,72,184,80,336,402.749,
87.7193,684,76,44,120,76,188,76,340,411.103,
87.7193,684,72,44,116,76,188,76,340,411.103,
86.7052,692,76,48,124,76,184,76,336,403.912,
85.2273,704,76,44,120,76,188,76,340,405.222,
84.2697,712,76,48,124,76,184,76,336,398.198,
84.7458,708,80,48,128,76,184,76,336,399.321,
85.2273,704,76,48,124,76,188,72,336,400.454,
85.7143,700,80,48,128,76,184,76,336,401.597,
86.2069,696,76,48,124,76,184,76,336,402.749,
87.2093,688,80,44,124,76,188,76,340,409.906,
87.2093,688,80,48,128,76,180,80,336,405.084,
87.2093,688,80,48,128,76,184,76,336,405.084,
88.7574,676,80,48,128,76,188,76,340,413.529,
88.7574,676,84,44,128,76,184,80,340,413.529,
88.2353,680,84,48,132,76,184,76,336,407.46,
87.2093,688,72,48,120,76,184,76,336,405.084,
85.7143,700,80,48,128,76,184,76,336,401.597,
86.7052,692,84,44,128,76,180,80,336,403.912,
87.7193,684,76,48,124,76,184,76,336,406.267,
88.2353,680,80,44,124,76,188,76,340,412.311,
86.7052,692,80,44,124,76,184,76,336,403.912,
88.2353,680,76,48,124,76,180,80,336,407.46,
88.7574,676,72,44,116,76,180,80,336,408.664,
89.2857,672,76,48,124,76,184,76,336,409.878,
89.2857,672,80,48,128,80,188,72,340,414.758,
89.2857,672,80,48,128,80,188,72,340,414.758,
89.2857,672,76,48,124,72,180,80,332,404.999,
90.3614,664,76,48,124,76,188,76,340,417.249,
88.2353,680,84,48,132,76,184,72,332,402.609,
88.7574,676,84,44,128,80,184,72,336,408.664,
88.2353,680,84,44,128,76,180,80,336,407.46,
89.2857,672,76,48,124,76,184,76,336,409.878,
88.7574,676,76,44,120,80,184,72,336,408.664,
88.2353,680,80,48,128,80,184,72,336,407.46,
88.7574,676,76,48,124,76,184,76,336,408.664,
89.2857,672,80,48,128,76,184,76,336,409.878,
88.7574,676,76,48,124,72,180,80,332,403.799,
88.2353,680,80,48,128,76,184,76,336,407.46,
87.7193,684,84,48,132,76,184,76,336,406.267,
88.2353,680,76,48,124,76,184,76,336,407.46,
89.2857,672,76,48,124,76,184,76,336,409.878,
88.7574,676,80,48,128,76,184,72,332,403.799,
87.7193,684,80,48,128,76,184,76,336,406.267,
87.7193,684,76,44,120,76,180,80,336,406.267,
88.2353,680,72,48,120,76,176,80,332,402.609,
87.2093,688,76,48,124,72,184,76,332,400.262,
87.2093,688,84,44,128,76,188,72,336,405.084,
86.7052,692,84,44,128,80,184,72,336,403.912,
86.7052,692,76,48,124,72,184,80,336,403.912,
86.2069,696,76,48,124,76,184,72,332,397.955,
85.7143,700,76,48,124,76,184,76,336,401.597,
85.7143,700,80,44,124,80,188,72,340,406.378,
86.2069,696,80,44,124,76,184,76,336,402.749,
87.2093,688,72,48,120,76,180,76,332,400.262,
87.2093,688,76,48,124,76,184,76,336,405.084,
86.7052,692,76,48,124,76,184,76,336,403.912,
86.7052,692,76,48,124,76,180,76,332,399.103,
86.2069,696,76,48,124,72,180,80,332,397.955,
86.2069,696,80,48,128,76,184,76,336,402.749,
84.7458,708,76,48,124,76,184,72,332,394.568,
84.7458,708,80,52,132,72,180,80,332,394.568,
85.2273,704,80,40,120,80,188,72,340,405.222,
84.2697,712,80,44,124,80,188,72,340,402.939,
84.2697,712,72,48,120,76,188,76,340,402.939,
83.7989,716,76,48,124,76,180,76,332,392.357,
86.2069,696,76,48,124,80,184,72,336,402.749,
87.2093,688,76,48,124,76,184,76,336,405.084,
87.7193,684,84,44,128,76,184,76,336,406.267,
86.7052,692,76,48,124,72,180,80,332,399.103,
88.2353,680,72,48,120,76,176,80,332,402.609,
87.7193,684,72,48,120,72,180,80,332,401.43,
87.2093,688,84,44,128,76,180,76,332,400.262,
84.7458,708,76,48,124,76,180,76,332,394.568,
83.7989,716,72,48,120,76,180,80,336,397.084,
82.8729,724,76,48,124,76,180,80,336,394.884,
81.0811,740,72,48,120,76,184,76,336,390.592,
79.7872,752,76,48,124,76,188,76,340,392.076,
80.6452,744,72,48,120,76,188,76,340,394.178,
80.6452,744,76,48,124,80,184,76,340,394.178,
82.4176,728,76,48,124,76,184,76,336,393.798,
82.4176,728,72,52,124,72,180,80,332,389.11,
83.3333,720,72,48,120,76,184,76,336,395.98,
83.3333,720,76,48,124,72,180,80,332,391.266,
84.2697,712,80,44,124,76,184,76,336,398.198,
84.2697,712,80,44,124,80,188,72,340,402.939,
85.2273,704,80,44,124,76,184,76,336,400.454,
87.2093,688,80,44,124,80,184,76,340,409.906,
86.7052,692,80,48,128,76,184,76,336,403.912,
87.7193,684,80,48,128,76,184,76,336,406.267,
86.7052,692,72,48,120,76,184,76,336,403.912,
88.2353,680,76,48,124,76,180,80,336,407.46,
89.8204,668,76,44,120,80,180,76,336,411.103,
91.4634,656,76,48,124,76,180,76,332,409.908,
89.2857,672,76,32,108,76,168,80,324,395.24,
91.4634,656,72,44,116,76,176,84,336,414.846,
88.7574,676,72,48,120,76,180,76,332,403.799,
92.0245,652,68,48,116,76,184,80,340,421.071,
92.5926,648,72,48,120,72,184,80,336,417.399,
93.75,640,68,52,120,72,180,80,332,415,
96.7742,620,72,48,120,76,180,80,336,426.72,
96.7742,620,60,52,112,72,180,80,332,421.64,
98.6842,608,72,48,120,72,180,80,332,425.781,
99.3377,604,64,52,116,72,176,80,328,422.042,
101.351,592,60,48,108,72,176,84,332,431.496,
101.351,592,72,48,120,72,172,84,328,426.298,
102.74,584,72,52,124,72,176,76,324,423.973,
104.167,576,64,52,116,72,172,80,324,426.907,
104.167,576,64,52,116,68,176,76,320,421.637,
105.634,568,68,48,116,68,176,76,320,424.596,
106.383,564,68,48,116,72,176,76,324,431.425,
106.383,564,64,44,108,72,180,76,328,436.751,
106.383,564,68,44,112,68,176,76,320,426.099,
107.914,556,60,44,104,72,172,76,320,429.153,
107.143,560,60,44,104,72,172,72,316,422.273,
108.696,552,76,48,124,72,172,76,320,430.706,
107.914,556,64,48,112,68,172,76,316,423.789,
109.489,548,56,64,120,68,176,80,324,437.678,
109.489,548,64,56,120,64,168,84,316,426.871,
111.111,540,64,60,124,64,164,84,312,424.578,
111.94,536,60,48,108,68,176,72,316,431.623,
111.94,536,60,52,112,68,172,76,316,431.623,
111.94,536,68,48,116,68,168,76,312,426.16,
111.94,536,64,48,112,68,168,76,312,426.16,
111.94,536,68,48,116,68,168,76,312,426.16,
110.294,544,56,48,104,68,164,76,308,417.591,
108.696,552,64,44,108,64,164,84,312,419.938,
108.696,552,68,40,108,68,176,76,320,430.706,
108.696,552,60,44,104,68,172,80,320,430.706,
107.914,556,68,48,116,68,176,76,320,429.153,
107.914,556,64,44,108,68,176,80,324,434.518,
107.914,556,64,48,112,68,172,80,320,429.153,
107.914,556,56,48,104,68,172,80,320,429.153,
107.143,560,64,48,112,68,172,80,320,427.618,
107.143,560,64,44,108,68,168,80,316,422.273,
107.914,556,64,44,108,68,160,88,316,423.789,
106.383,564,64,44,108,68,172,80,320,426.099,
107.914,556,60,44,104,68,176,80,324,434.518,
107.143,560,60,44,104,68,168,84,320,427.618,
107.914,556,60,44,104,68,164,84,316,423.789,
107.143,560,64,44,108,68,172,76,316,422.273,
108.696,552,68,44,112,72,172,76,320,430.706,
108.696,552,60,48,108,68,176,72,316,425.322,
109.489,548,68,48,116,68,168,80,316,426.871,
110.294,544,64,48,112,68,172,76,316,428.438,
110.294,544,60,52,112,68,172,72,312,423.014,
111.111,540,56,48,104,68,160,84,312,424.578,
110.294,544,68,48,116,68,172,76,316,428.438,
109.489,548,64,48,112,64,172,76,312,421.468,
108.696,552,64,48,112,64,168,80,312,419.938,
107.143,560,60,52,112,68,172,76,316,422.273,
105.634,568,60,48,108,68,176,76,320,424.596,
105.634,568,64,44,108,72,176,76,324,429.903,
104.167,576,68,44,112,72,172,76,320,421.637,
104.167,576,60,48,108,72,176,76,324,426.907,
104.895,572,64,44,108,72,172,80,324,428.398,
104.895,572,68,40,108,72,168,80,320,423.109,
